################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1        101   7.94762760E+01   6.07088742E-01   8.83075161E-13   1.61442762E-02   1.00058526E-03   9.99415078E-02
         2        202   6.43280697E+01   6.31918804E-01   1.00921912E-12   5.75015059E-02   1.00117087E-04   9.98830498E-01
         3        303   5.42849262E+01   5.86666112E-01   1.35704094E-12   3.46484205E-02   1.00175682E-05   1.02185734E+00
         4        404   4.98024381E+01   5.57440120E-01   2.28586842E-12   2.94182231E-02   1.00234311E-06   1.02185734E+00
         5        505   4.68420593E+01   5.38446311E-01   2.97178251E-12   2.23871857E-02   9.79756010E-07   1.02185734E+00
         6        606   4.48221811E+01   5.22409720E-01   3.64682189E-12   1.69042248E-02   9.79756010E-07   1.02185734E+00
         7        707   4.32692229E+01   5.10518115E-01   4.11578831E-12   1.27974330E-02   9.79756010E-07   1.02185734E+00
         8        808   4.22355392E+01   5.01602024E-01   4.27515025E-12   1.49744361E-02   9.79756010E-07   1.02185734E+00
         9        909   4.12181236E+01   4.93305488E-01   4.42216570E-12   1.39230103E-02   9.79756010E-07   1.02185734E+00
        10       1010   4.04262814E+01   4.86873571E-01   4.53286718E-12   1.20509854E-02   9.79756010E-07   1.02185734E+00
        11       1111   3.97596094E+01   4.81598137E-01   4.63018592E-12   1.15671491E-02   9.79756010E-07   1.02185734E+00
        12       1212   3.91810545E+01   4.77385949E-01   4.65309725E-12   1.14453586E-02   9.79756010E-07   1.02185734E+00
        13       1313   3.86549810E+01   4.73570544E-01   4.67932448E-12   1.02494237E-02   9.79756010E-07   1.02185734E+00
        14       1414   3.81380236E+01   4.69559372E-01   4.69684134E-12   1.09342075E-02   9.79756010E-07   1.02185734E+00
        15       1515   3.76713499E+01   4.65797912E-01   4.70770462E-12   9.80096946E-03   9.79756010E-07   1.02185734E+00
