################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         23   8.50083805E+01   5.97961749E-01   1.74356887E-12   2.55293251E-02   1.00058526E-03   9.99415078E-02
         2         46   7.27070155E+01   6.97100668E-01   1.78877356E-12   8.28463261E-02   1.00117087E-04   9.98830498E-01
         3         69   6.20382943E+01   7.05620544E-01   1.83944265E-12   7.67396676E-02   1.00175682E-05   1.10397441E+00
         4         92   5.67840380E+01   6.80204338E-01   1.92582749E-12   6.05923543E-02   1.00234311E-06   1.10397441E+00
         5        115   5.35613158E+01   6.61801495E-01   2.01674305E-12   5.00880479E-02   9.06878692E-07   1.10397441E+00
         6        138   5.13778261E+01   6.47050029E-01   2.15251174E-12   4.21870774E-02   9.06878692E-07   1.10397441E+00
         7        161   4.96985376E+01   6.35115342E-01   2.31976657E-12   4.09211258E-02   9.06878692E-07   1.10397441E+00
         8        184   4.82883838E+01   6.24466876E-01   2.42431764E-12   3.73262224E-02   9.06878692E-07   1.10397441E+00
         9        207   4.71961687E+01   6.15611498E-01   2.58916652E-12   2.78969079E-02   9.06878692E-07   1.10397441E+00
        10        230   4.61619428E+01   6.07246711E-01   2.76286316E-12   3.05881621E-02   9.06878692E-07   1.10397441E+00
        11        253   4.53042295E+01   5.99015046E-01   2.88819228E-12   3.28660888E-02   9.06878692E-07   1.10397441E+00
        12        276   4.45129213E+01   5.91742522E-01   3.19351133E-12   3.10490901E-02   9.06878692E-07   1.10397441E+00
        13        299   4.37988305E+01   5.84959672E-01   3.33345646E-12   2.77251296E-02   9.06878692E-07   1.10397441E+00
        14        322   4.31937489E+01   5.78496769E-01   3.45269634E-12   2.35816264E-02   9.06878692E-07   1.10397441E+00
        15        345   4.27028265E+01   5.73257860E-01   3.53646638E-12   2.40976126E-02   9.06878692E-07   1.10397441E+00
