################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         82   8.15015491E+01   5.65016138E-01   1.26985404E-12   1.56418068E-02   1.00058526E-03   9.99415078E-02
         2        164   6.77383288E+01   6.08067045E-01   1.31129862E-12   5.97261399E-02   1.00117087E-04   9.98830498E-01
         3        246   5.81729330E+01   5.95817217E-01   1.58943414E-12   3.77132430E-02   1.00175682E-05   1.02726814E+00
         4        328   5.33958167E+01   5.75792472E-01   1.80460367E-12   2.66425285E-02   1.00234311E-06   1.02726814E+00
         5        410   5.03875782E+01   5.57993641E-01   2.31410811E-12   2.63445266E-02   9.74595468E-07   1.02726814E+00
         6        492   4.81752002E+01   5.41715478E-01   3.02007883E-12   2.11605632E-02   9.74595468E-07   1.02726814E+00
         7        574   4.63660080E+01   5.26914053E-01   3.50517541E-12   2.02993780E-02   9.74595468E-07   1.02726814E+00
         8        656   4.50689831E+01   5.16028108E-01   3.85338276E-12   1.73065894E-02   9.74595468E-07   1.02726814E+00
         9        738   4.40539919E+01   5.07215304E-01   3.96132754E-12   1.42757660E-02   9.74595468E-07   1.02726814E+00
        10        820   4.33487217E+01   5.01396332E-01   3.99906371E-12   1.31455933E-02   9.74595468E-07   1.02726814E+00
        11        902   4.26355111E+01   4.94970877E-01   4.09198276E-12   1.29081904E-02   9.74595468E-07   1.02726814E+00
        12        984   4.19804077E+01   4.89369563E-01   4.11218956E-12   1.31299141E-02   9.74595468E-07   1.02726814E+00
        13       1066   4.14558838E+01   4.85349789E-01   4.12448395E-12   1.01334596E-02   9.74595468E-07   1.02726814E+00
        14       1148   4.10084491E+01   4.82058682E-01   4.13610222E-12   1.14239358E-02   9.74595468E-07   1.02726814E+00
        15       1230   4.05832731E+01   4.79007531E-01   4.13975607E-12   1.20846159E-02   9.74595468E-07   1.02726814E+00
