################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         93   7.94474363E+01   5.94139783E-01   1.01268989E-12   1.53266244E-02   1.00058526E-03   9.99415078E-02
         2        186   6.35783085E+01   6.02597353E-01   1.07758960E-12   5.57063304E-02   1.00117087E-04   9.98830498E-01
         3        279   5.35726618E+01   5.50637399E-01   1.51632700E-12   3.57056920E-02   1.00175682E-05   1.02386277E+00
         4        372   4.91701852E+01   5.21836358E-01   1.99799106E-12   3.56957623E-02   1.00234311E-06   1.02386277E+00
         5        465   4.59523397E+01   4.98209253E-01   2.50560729E-12   2.22580663E-02   9.77836974E-07   1.02386277E+00
         6        558   4.37819262E+01   4.83651969E-01   3.22927995E-12   1.78951861E-02   9.77836974E-07   1.02386277E+00
         7        651   4.23040014E+01   4.70592685E-01   3.45374938E-12   1.54257881E-02   9.77836974E-07   1.02386277E+00
         8        744   4.10974540E+01   4.61193327E-01   3.89616116E-12   1.43816661E-02   9.77836974E-07   1.02386277E+00
         9        837   4.02767442E+01   4.54135612E-01   3.99346151E-12   1.30750841E-02   9.77836974E-07   1.02386277E+00
        10        930   3.94991419E+01   4.47694957E-01   4.03376919E-12   1.40621573E-02   9.77836974E-07   1.02386277E+00
        11       1023   3.88842833E+01   4.42682938E-01   4.03976817E-12   1.23809149E-02   9.77836974E-07   1.02386277E+00
        12       1116   3.83110645E+01   4.37625751E-01   4.06316075E-12   1.11548186E-02   9.77836974E-07   1.02386277E+00
        13       1209   3.77884792E+01   4.33443909E-01   4.07037477E-12   1.04242359E-02   9.77836974E-07   1.02386277E+00
        14       1302   3.73111658E+01   4.29593671E-01   4.07399953E-12   9.45882806E-03   9.77836974E-07   1.02386277E+00
        15       1395   3.69032880E+01   4.26323680E-01   4.07714498E-12   9.54115302E-03   9.77836974E-07   1.02386277E+00
