################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         87   8.11532657E+01   5.69503187E-01   1.03981380E-12   1.68208221E-02   1.00058526E-03   9.99415078E-02
         2        174   6.68523052E+01   6.04520208E-01   1.14893507E-12   5.81291424E-02   1.00117087E-04   9.98830498E-01
         3        261   5.78921584E+01   5.83149761E-01   1.35162321E-12   4.69658082E-02   1.00175682E-05   1.02561208E+00
         4        348   5.29604496E+01   5.63891786E-01   1.66000074E-12   2.58475855E-02   1.00234311E-06   1.02561208E+00
         5        435   4.98476413E+01   5.47548334E-01   2.33425159E-12   2.22895241E-02   9.76169150E-07   1.02561208E+00
         6        522   4.76549032E+01   5.31105536E-01   3.07394574E-12   1.97004238E-02   9.76169150E-07   1.02561208E+00
         7        609   4.60962834E+01   5.17903832E-01   3.42226119E-12   3.01139851E-02   9.76169150E-07   1.02561208E+00
         8        696   4.48885906E+01   5.08013079E-01   3.60315014E-12   1.64313686E-02   9.76169150E-07   1.02561208E+00
         9        783   4.39147541E+01   4.99987200E-01   3.68330504E-12   1.42736174E-02   9.76169150E-07   1.02561208E+00
        10        870   4.31046874E+01   4.93128746E-01   3.75347312E-12   1.24706228E-02   9.76169150E-07   1.02561208E+00
        11        957   4.24499486E+01   4.87720427E-01   3.82360205E-12   1.10107623E-02   9.76169150E-07   1.02561208E+00
        12       1044   4.19079114E+01   4.83892718E-01   3.83131646E-12   1.36859525E-02   9.76169150E-07   1.02561208E+00
        13       1131   4.14385716E+01   4.80599325E-01   3.83638467E-12   1.29697398E-02   9.76169150E-07   1.02561208E+00
        14       1218   4.09958204E+01   4.77519539E-01   3.85184776E-12   1.06162992E-02   9.76169150E-07   1.02561208E+00
        15       1305   4.06058818E+01   4.74938686E-01   3.85420361E-12   1.04132396E-02   9.76169150E-07   1.02561208E+00
