################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.5610942691545296E-01 a         1     0     1     1     1
  3.7748171550097859E-01 a         2     0     1     1     2
  8.1496087153836105E-02 a         3     0     1     1     3
  3.7106312678126953E-02 a         4     0     1     1     4
 -6.6686957757059373E-01 a         5     0     1     1     5
 -3.4513104511688408E-01 a         6     0     1     1     6
 -5.4703717416298969E-01 a         7     0     1     1     7
  6.4891790344444589E-01 a         8     0     1     1     8
 -3.0977521467263985E-01 a         9     0     1     1     9
  6.4475213143215926E-01 a        10     0     1     1    10
  4.4621794753626876E-02 a        11     0     1     1    11
 -4.5373562326923678E-01 a        12     0     1     1    12
  2.3689263991921769E-01 a        13     0     1     1    13
  5.7446161274038743E-01 a        14     0     1     1    14
  3.2192764781239606E-02 a        15     0     1     1    15
  7.2425803894107618E-02 a        16     0     1     1    16
  7.0563427225624320E-01 a        17     0     1     1    17
 -6.6971975432322561E-01 a        18     0     1     1    18
 -5.2112625837194515E-01 a        19     0     1     1    19
 -2.9785201688456464E-01 a        20     0     1     1    20
  3.9900214444812049E-01 a        21     0     2     1     1
  6.2519936155960931E-01 a        22     0     2     1     2
 -5.2976481448931589E-01 a        23     0     2     1     3
 -6.3076609522049842E-01 a        24     0     2     1     4
  1.3620845303433329E-01 a        25     0     2     1     5
 -2.3586622257190015E-01 a        26     0     2     1     6
 -6.7642867722356281E-01 a        27     0     2     1     7
 -4.2854502855623217E-01 a        28     0     2     1     8
 -3.6960839729726386E-01 a        29     0     2     1     9
  4.7567224338388392E-01 a        30     0     2     1    10
  7.7817049628707802E-01 a        31     0     2     1    11
  7.9702352568217661E-03 a        32     0     2     1    12
 -4.2300582491646138E-01 a        33     0     2     1    13
 -6.6911608977502979E-02 a        34     0     2     1    14
  1.9628465054078700E-01 a        35     0     2     1    15
  7.9578987467608914E-02 a        36     0     2     1    16
  1.8482775518740610E-01 a        37     0     2     1    17
  5.9377290572619768E-01 a        38     0     2     1    18
 -4.4735705308186485E-01 a        39     0     2     1    19
  3.1821186370883536E-01 a        40     0     2     1    20
 -4.5585389666584414E-01 a        41     0     3     1     1
  6.4570351952996441E-01 a        42     0     3     1     2
  3.9588120184070563E-01 a        43     0     3     1     3
  1.1508665142931616E-01 a        44     0     3     1     4
 -2.5341913608032801E-01 a        45     0     3     1     5
  1.1984188645338435E-01 a        46     0     3     1     6
  2.1704249693999286E-01 a        47     0     3     1     7
 -3.6716719455475733E-01 a        48     0     3     1     8
 -5.3018941567225841E-01 a        49     0     3     1     9
  3.3321310638530571E-01 a        50     0     3     1    10
  2.6578413867488165E-01 a        51     0     3     1    11
  3.0173595758504368E-01 a        52     0     3     1    12
 -5.2722904493485234E-01 a        53     0     3     1    13
 -3.9998521327133574E-01 a        54     0     3     1    14
 -5.5417067353979166E-01 a        55     0     3     1    15
  7.7999959648643502E-01 a        56     0     3     1    16
 -6.7696313689469281E-02 a        57     0     3     1    17
 -1.3628242571518029E-01 a        58     0     3     1    18
  4.2100126237463215E-01 a        59     0     3     1    19
  6.2389594013329719E-01 a        60     0     3     1    20
  1.7876471069267344E-01 a        61     0     4     1     1
 -6.9602004972497833E-01 a        62     0     4     1     2
  3.8767882252260538E-01 a        63     0     4     1     3
  5.5985748952621051E-01 a        64     0     4     1     4
 -1.3558878481749051E-01 a        65     0     4     1     5
  2.4012120334556478E-02 a        66     0     4     1     6
 -3.0489736302930736E-02 a        67     0     4     1     7
  3.8924612745122815E-02 a        68     0     4     1     8
  2.0235707380719040E-01 a        69     0     4     1     9
 -5.8211676330184792E-01 a        70     0     4     1    10
 -7.8078270042525522E-01 a        71     0     4     1    11
 -5.4805043025085232E-01 a        72     0     4     1    12
 -2.6724600220653810E-01 a        73     0     4     1    13
 -1.7071588461410817E-01 a        74     0     4     1    14
 -2.2202555120730394E-01 a        75     0     4     1    15
 -5.1949763926812975E-01 a        76     0     4     1    16
  3.2288506755911689E-01 a        77     0     4     1    17
 -3.6938910816934784E-01 a        78     0     4     1    18
  2.6833241344508330E-01 a        79     0     4     1    19
 -8.8245581754637481E-02 a        80     0     4     1    20
 -7.5554551998898156E-01 a        81     0     5     1     1
  5.3275751354742024E-02 a        82     0     5     1     2
 -4.3280191596630280E-01 a        83     0     5     1     3
  5.4656053464210086E-01 a        84     0     5     1     4
  5.8341052129232851E-01 a        85     0     5     1     5
 -4.7894044137575625E-01 a        86     0     5     1     6
  7.1611444181557538E-01 a        87     0     5     1     7
  9.3302309459069355E-01 a        88     0     5     1     8
 -4.2465417227095320E-01 a        89     0     5     1     9
 -5.0204791754218192E-01 a        90     0     5     1    10
  3.4960836845091513E-02 a        91     0     5     1    11
 -2.2176049146093080E-01 a        92     0     5     1    12
  4.2271521843642845E-01 a        93     0     5     1    13
  7.0433016465165244E-01 a        94     0     5     1    14
 -5.6910081257033096E-01 a        95     0     5     1    15
 -7.5967563891656786E-01 a        96     0     5     1    16
  5.5096867873008182E-01 a        97     0     5     1    17
  1.8237471784468950E-01 a        98     0     5     1    18
 -6.3463121158227798E-01 a        99     0     5     1    19
  4.8134250393738753E-01 a       100     0     5     1    20
  3.9586152845691963E-01 a       101     0     6     1     1
  4.6657080848548044E-01 a       102     0     6     1     2
 -3.5077876881321086E-02 a       103     0     6     1     3
  6.4560791284834551E-01 a       104     0     6     1     4
 -4.0998560250894306E-01 a       105     0     6     1     5
  4.7416496401120983E-01 a       106     0     6     1     6
  5.7416155538852609E-01 a       107     0     6     1     7
 -4.9650177082109731E-01 a       108     0     6     1     8
  4.5086445098405548E-01 a       109     0     6     1     9
 -1.6694767771143379E-01 a       110     0     6     1    10
  2.0993219876122313E-01 a       111     0     6     1    11
 -7.6926238503931343E-01 a       112     0     6     1    12
  4.5178533988548658E-01 a       113     0     6     1    13
 -1.5009843224953587E-01 a       114     0     6     1    14
 -1.5130043865217116E-01 a       115     0     6     1    15
  6.7571830316062276E-01 a       116     0     6     1    16
  1.1025457033729834E-01 a       117     0     6     1    17
  1.0442717714370885E-01 a       118     0     6     1    18
  4.3321833854076908E-01 a       119     0     6     1    19
 -3.2826406999505525E-01 a       120     0     6     1    20
 -7.5313814886824593E-01 a       121     0     7     1     1
  2.0389603943531226E-01 a       122     0     7     1     2
  6.9736494264282634E-01 a       123     0     7     1     3
  9.1687228753219119E-01 a       124     0     7     1     4
  6.0830355334102415E-01 a       125     0     7     1     5
 -5.4727239785664306E-01 a       126     0     7     1     6
  6.6074594909042383E-01 a       127     0     7     1     7
  1.4620541214426258E-01 a       128     0     7     1     8
  5.0990608670286042E-01 a       129     0     7     1     9
  6.0228838068377333E-01 a       130     0     7     1    10
 -4.9862330319420689E-01 a       131     0     7     1    11
  2.8732834238632501E-02 a       132     0     7     1    12
 -6.0923069577116473E-01 a       133     0     7     1    13
 -5.3101088154825071E-01 a       134     0     7     1    14
  5.8267447235714609E-01 a       135     0     7     1    15
 -8.1242738744205553E-02 a       136     0     7     1    16
 -8.5003931293834079E-01 a       137     0     7     1    17
