################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.0221571491334861E-01 a         1     0     1     1     1
 -5.0628466579450415E-01 a         2     0     1     1     2
  2.8996568393636640E-01 a         3     0     1     1     3
 -1.0140144031191853E+00 a         4     0     1     1     4
  4.0411756526618114E-01 a         5     0     1     1     5
  6.7255172642539607E-01 a         6     0     1     1     6
 -3.8812822149164167E-01 a         7     0     1     1     7
  8.1105554338381972E-02 a         8     0     1     1     8
  1.1587000764838251E-01 a         9     0     1     1     9
  5.2288984212516287E-01 a        10     0     1     1    10
  8.0295383052255265E-01 a        11     0     1     1    11
 -6.9713253932929209E-01 a        12     0     1     1    12
 -1.2075275874842959E+00 a        13     0     1     1    13
  6.7961121773258537E-01 a        14     0     1     1    14
 -6.0794923805634567E-02 a        15     0     1     1    15
  2.2488059753055603E-01 a        16     0     1     1    16
 -7.9724924314318846E-01 a        17     0     1     1    17
 -6.8979068499674015E-02 a        18     0     1     1    18
  1.0287556428258589E+00 a        19     0     1     1    19
  5.5887484204371074E-01 a        20     0     1     1    20
 -1.0523355080537800E-01 a        21     0     2     1     1
  3.2006037404618237E-01 a        22     0     2     1     2
  1.0268236416933607E+00 a        23     0     2     1     3
  6.3970765083511749E-01 a        24     0     2     1     4
 -2.0540843761365776E-01 a        25     0     2     1     5
 -1.7591725002020164E-01 a        26     0     2     1     6
  4.8018268916598567E-01 a        27     0     2     1     7
 -4.1419375362027272E-01 a        28     0     2     1     8
  3.2729440381736208E-01 a        29     0     2     1     9
  5.0709230478639700E-01 a        30     0     2     1    10
  3.8935138311024897E-01 a        31     0     2     1    11
  9.6967825299452060E-01 a        32     0     2     1    12
 -3.7734535028633703E-01 a        33     0     2     1    13
 -1.0147162748804215E+00 a        34     0     2     1    14
  5.1841052540742660E-01 a        35     0     2     1    15
 -2.2707011416283474E-01 a        36     0     2     1    16
  2.6587990159449770E-01 a        37     0     2     1    17
  5.1834857236847764E-01 a        38     0     2     1    18
  4.1982023559373832E-01 a        39     0     2     1    19
 -1.0240435110225725E-01 a        40     0     2     1    20
  5.7594967196454405E-01 a        41     0     3     1     1
  8.2251900437153946E-01 a        42     0     3     1     2
 -2.0074491995330321E-01 a        43     0     3     1     3
 -2.6831841996804384E-01 a        44     0     3     1     4
 -8.8691265341164471E-01 a        45     0     3     1     5
  2.9449542790546956E-01 a        46     0     3     1     6
 -5.0724336976305373E-01 a        47     0     3     1     7
 -1.5082995329790663E-01 a        48     0     3     1     8
 -5.9483609275587945E-01 a        49     0     3     1     9
  4.1371937754489108E-01 a        50     0     3     1    10
  8.7858893636215130E-02 a        51     0     3     1    11
 -6.2414217734556243E-01 a        52     0     3     1    12
 -2.9844773379869910E-01 a        53     0     3     1    13
  8.5654981631592325E-02 a        54     0     3     1    14
 -5.6595231623984166E-02 a        55     0     3     1    15
 -3.3049713652096446E-01 a        56     0     3     1    16
  1.0672576786465365E-01 a        57     0     3     1    17
  2.9072594731621365E-01 a        58     0     3     1    18
  4.8774840708949968E-01 a        59     0     3     1    19
  1.7308960644338274E+00 a        60     0     3     1    20
 -4.7414920352378251E-02 a        61     0     4     1     1
  6.2925755232603875E-01 a        62     0     4     1     2
  3.3300619519584379E-01 a        63     0     4     1     3
  1.8040833492072383E-01 a        64     0     4     1     4
  4.1864766129717862E-01 a        65     0     4     1     5
 -2.1728528901825928E-01 a        66     0     4     1     6
 -2.1824189763986235E-01 a        67     0     4     1     7
  2.5140881188056974E-01 a        68     0     4     1     8
  4.1633517461481462E-01 a        69     0     4     1     9
 -7.1197599788347599E-01 a        70     0     4     1    10
  1.2173993778629426E+00 a        71     0     4     1    11
  1.8452001635277601E-01 a        72     0     4     1    12
 -6.3481946482319085E-01 a        73     0     4     1    13
 -2.3863234256619076E-01 a        74     0     4     1    14
  8.4983447230534315E-01 a        75     0     4     1    15
  7.2894192784885936E-01 a        76     0     4     1    16
  1.4017327621749529E+00 a        77     0     4     1    17
 -4.1672655671447928E-01 a        78     0     4     1    18
  8.3148455518792708E-01 a        79     0     4     1    19
 -1.0668321055227667E+00 a        80     0     4     1    20
  1.6259660021266412E-01 a        81     0     5     1     1
 -7.3656087709158546E-01 a        82     0     5     1     2
 -3.5956434986456282E-01 a        83     0     5     1     3
  3.2940672814389854E-01 a        84     0     5     1     4
 -1.6009943025837883E-01 a        85     0     5     1     5
  1.7747659037299074E-01 a        86     0     5     1     6
  3.0843386042718374E-01 a        87     0     5     1     7
 -1.6173261077565379E-01 a        88     0     5     1     8
 -3.0580466693897951E-01 a        89     0     5     1     9
  5.0807795155316526E-02 a        90     0     5     1    10
  2.2677764975341583E-01 a        91     0     5     1    11
 -4.7970683119894703E-01 a        92     0     5     1    12
  8.9409658680422210E-01 a        93     0     5     1    13
  9.9368229736117433E-02 a        94     0     5     1    14
 -3.3425320181675877E-01 a        95     0     5     1    15
  6.0643119100716281E-01 a        96     0     5     1    16
  1.7321537044892973E-01 a        97     0     5     1    17
 -4.9681259977341008E-01 a        98     0     5     1    18
  8.8476060094135556E-02 a        99     0     5     1    19
  7.4682936135243891E-02 a       100     0     5     1    20
  3.0379443118945343E-01 a       101     0     6     1     1
  8.7456569854809013E-02 a       102     0     6     1     2
  3.9330832900687634E-01 a       103     0     6     1     3
 -2.0136512350994554E-01 a       104     0     6     1     4
  4.2994842827149177E-01 a       105     0     6     1     5
  1.1390651961394676E+00 a       106     0     6     1     6
 -8.7318038508946080E-02 a       107     0     6     1     7
 -2.7286523829855702E-02 a       108     0     6     1     8
  3.1502066568252618E-01 a       109     0     6     1     9
 -7.4113173012804479E-01 a       110     0     6     1    10
  1.0219601816751007E+00 a       111     0     6     1    11
 -6.1302650802863540E-02 a       112     0     6     1    12
 -3.7618796760648177E-01 a       113     0     6     1    13
 -3.6591222988975375E-01 a       114     0     6     1    14
 -2.0409593950257768E-01 a       115     0     6     1    15
 -5.0351266526788530E-01 a       116     0     6     1    16
 -9.5556559009499109E-01 a       117     0     6     1    17
  8.1474926075241960E-01 a       118     0     6     1    18
 -5.7006118396081926E-02 a       119     0     6     1    19
  8.0538356113363374E-01 a       120     0     6     1    20
 -8.9565339769527463E-01 a       121     0     7     1     1
  3.0467395709757478E-01 a       122     0     7     1     2
 -7.9149196311876044E-02 a       123     0     7     1     3
 -3.9430970242827740E-02 a       124     0     7     1     4
  1.1465248211234464E+00 a       125     0     7     1     5
 -4.1254081796511899E-01 a       126     0     7     1     6
