################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         69   8.43105607E+01   5.30914022E-01   8.28763081E-13   1.40778404E-02   1.00058526E-03   9.99415078E-02
         2        138   7.27130044E+01   6.08821395E-01   8.55690609E-13   6.47309908E-02   1.00117087E-04   9.98830498E-01
         3        207   6.38571184E+01   6.12213980E-01   1.18986730E-12   3.82748527E-02   1.00175682E-05   1.03271590E+00
         4        276   5.92472255E+01   6.03425018E-01   1.63121661E-12   2.84522935E-02   1.00234311E-06   1.03271590E+00
         5        345   5.61807150E+01   5.96198516E-01   2.17045695E-12   2.30412116E-02   9.69454296E-07   1.03271590E+00
         6        414   5.37140900E+01   5.84239537E-01   2.71299004E-12   1.77328482E-02   9.69454296E-07   1.03271590E+00
         7        483   5.19626235E+01   5.72019116E-01   3.13146825E-12   1.92669557E-02   9.69454296E-07   1.03271590E+00
         8        552   5.05298684E+01   5.61856001E-01   3.44091625E-12   1.58346713E-02   9.69454296E-07   1.03271590E+00
         9        621   4.93995323E+01   5.54048183E-01   3.76342282E-12   1.67898319E-02   9.69454296E-07   1.03271590E+00
        10        690   4.84450444E+01   5.47012875E-01   3.91678499E-12   1.53663643E-02   9.69454296E-07   1.03271590E+00
        11        759   4.76795545E+01   5.41689576E-01   3.99402993E-12   1.36032532E-02   9.69454296E-07   1.03271590E+00
        12        828   4.69804061E+01   5.37248227E-01   4.06770268E-12   1.63353613E-02   9.69454296E-07   1.03271590E+00
        13        897   4.63769355E+01   5.33636094E-01   4.10508944E-12   1.14864561E-02   9.69454296E-07   1.03271590E+00
        14        966   4.57783807E+01   5.30146865E-01   4.12248072E-12   1.39979520E-02   9.69454296E-07   1.03271590E+00
        15       1035   4.52430409E+01   5.26824156E-01   4.14677401E-12   2.23565323E-02   9.69454296E-07   1.03271590E+00
