################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         79   8.60754828E+01   5.28790830E-01   9.81893881E-13   1.49420399E-02   1.00058526E-03   9.99415078E-02
         2        158   7.44950339E+01   6.10726857E-01   1.04564896E-12   5.41501312E-02   1.00117087E-04   9.98830498E-01
         3        237   6.59036931E+01   6.18061627E-01   1.39901819E-12   3.31803233E-02   1.00175682E-05   1.02836386E+00
         4        316   6.12647934E+01   6.12157320E-01   2.04046440E-12   2.50221500E-02   1.00234311E-06   1.02836386E+00
         5        395   5.80771089E+01   6.01016064E-01   2.82685228E-12   2.22724318E-02   9.73557035E-07   1.02836386E+00
         6        474   5.55972681E+01   5.88238270E-01   3.52953490E-12   2.05118184E-02   9.73557035E-07   1.02836386E+00
         7        553   5.35481714E+01   5.77187620E-01   4.16845731E-12   2.13538985E-02   9.73557035E-07   1.02836386E+00
         8        632   5.19448991E+01   5.66935309E-01   4.77785832E-12   2.04271950E-02   9.73557035E-07   1.02836386E+00
         9        711   5.07312699E+01   5.59100383E-01   5.20131210E-12   1.72215979E-02   9.73557035E-07   1.02836386E+00
        10        790   4.96776940E+01   5.52239686E-01   5.47032864E-12   1.36018224E-02   9.73557035E-07   1.02836386E+00
        11        869   4.88542945E+01   5.46506739E-01   5.61505397E-12   1.39636742E-02   9.73557035E-07   1.02836386E+00
        12        948   4.81422129E+01   5.41784652E-01   5.72825846E-12   1.28913445E-02   9.73557035E-07   1.02836386E+00
        13       1027   4.75257709E+01   5.37196764E-01   5.83269427E-12   1.11871281E-02   9.73557035E-07   1.02836386E+00
        14       1106   4.69341317E+01   5.33281075E-01   5.85058251E-12   1.01864958E-02   9.73557035E-07   1.02836386E+00
        15       1185   4.63334161E+01   5.29642672E-01   5.90669113E-12   1.37057731E-02   9.73557035E-07   1.02836386E+00
