################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.7422634061176094E-01 a         1     0     1     1     1
 -2.8927013228280091E-01 a         2     0     1     1     2
  1.3639396660799782E-01 a         3     0     1     1     3
  7.2930844202555845E-01 a         4     0     1     1     4
 -7.1878190174467482E-01 a         5     0     1     1     5
 -2.0399946847290287E-01 a         6     0     1     1     6
  6.9025241067999299E-01 a         7     0     1     1     7
  2.3121304920626773E-01 a         8     0     1     1     8
  3.3034062394391195E-01 a         9     0     1     1     9
  5.8532078689876288E-01 a        10     0     1     1    10
 -8.1533029902792861E-02 a        11     0     1     1    11
 -6.0734734317991745E-01 a        12     0     1     1    12
  7.0743510353418937E-01 a        13     0     1     1    13
 -7.2608602912522491E-01 a        14     0     1     1    14
 -5.9516534837828095E-01 a        15     0     1     1    15
 -9.5217447761199836E-01 a        16     0     1     1    16
 -4.5864190056759119E-01 a        17     0     1     1    17
 -3.1376579010976979E-01 a        18     0     1     1    18
 -4.3263303776645978E-01 a        19     0     1     1    19
 -7.5528382911269967E-02 a        20     0     1     1    20
  5.9985596711401967E-01 a        21     0     2     1     1
 -6.9575057362680118E-02 a        22     0     2     1     2
  6.9712916468232011E-01 a        23     0     2     1     3
 -4.6672457069127093E-01 a        24     0     2     1     4
  3.3820043557127660E-01 a        25     0     2     1     5
  3.0119126229661403E-01 a        26     0     2     1     6
 -4.4856499854985232E-01 a        27     0     2     1     7
  2.0623192109860092E-01 a        28     0     2     1     8
 -7.3923014593977776E-01 a        29     0     2     1     9
 -3.6082194869062578E-01 a        30     0     2     1    10
  6.4746396213480828E-01 a        31     0     2     1    11
 -3.1887852698642832E-02 a        32     0     2     1    12
  5.3212099440569016E-01 a        33     0     2     1    13
  4.4356968483071418E-01 a        34     0     2     1    14
 -1.5157831892479687E-01 a        35     0     2     1    15
  2.7342904653006506E-01 a        36     0     2     1    16
  2.1736435846922647E-01 a        37     0     2     1    17
  4.7589457844913180E-01 a        38     0     2     1    18
  6.3209885607298277E-01 a        39     0     2     1    19
  4.8144073070548285E-02 a        40     0     2     1    20
 -4.1725826973388525E-01 a        41     0     3     1     1
 -6.4225283990919391E-01 a        42     0     3     1     2
 -7.4850344344629072E-01 a        43     0     3     1     3
  6.5314203961942530E-01 a        44     0     3     1     4
 -1.9247155267276908E-01 a        45     0     3     1     5
  2.1308127178208422E-01 a        46     0     3     1     6
 -4.8675399212334308E-01 a        47     0     3     1     7
 -4.8536204697667767E-01 a        48     0     3     1     8
  7.0394113527572499E-01 a        49     0     3     1     9
 -6.0927394062166018E-01 a        50     0     3     1    10
  7.0577755942827447E-02 a        51     0     3     1    11
  5.8042370581915421E-02 a        52     0     3     1    12
 -1.3368823387802356E-01 a        53     0     3     1    13
 -7.1768226716000383E-01 a        54     0     3     1    14
 -2.5181322754837615E-01 a        55     0     3     1    15
 -1.6068821629037186E-01 a        56     0     3     1    16
  2.6435467485590447E-01 a        57     0     3     1    17
 -2.1976902482887203E-01 a        58     0     3     1    18
 -4.0208284216508089E-01 a        59     0     3     1    19
  3.4515856878731871E-01 a        60     0     3     1    20
 -5.1792771385604985E-01 a        61     0     4     1     1
  9.0024357383771392E-01 a        62     0     4     1     2
 -2.1639060922835540E-01 a        63     0     4     1     3
  3.0404639281085399E-01 a        64     0     4     1     4
  3.3383116826862019E-01 a        65     0     4     1     5
 -1.3282912175905720E-01 a        66     0     4     1     6
  9.6238851148819926E-01 a        67     0     4     1     7
  2.7492889089335470E-01 a        68     0     4     1     8
  4.0901967689049118E-01 a        69     0     4     1     9
  7.1133888832257530E-01 a        70     0     4     1    10
  8.1246001398268375E-02 a        71     0     4     1    11
  1.7139535954496560E-01 a        72     0     4     1    12
  6.6211012599472996E-01 a        73     0     4     1    13
  2.2702779782785398E-01 a        74     0     4     1    14
  3.2494850290139632E-01 a        75     0     4     1    15
  1.1821783760101315E-01 a        76     0     4     1    16
 -8.2536312186351113E-01 a        77     0     4     1    17
 -5.8060634032933023E-01 a        78     0     4     1    18
 -1.8438392665961395E-01 a        79     0     4     1    19
 -4.0701157720083925E-02 a        80     0     4     1    20
 -3.3972839070002397E-01 a        81     0     5     1     1
  1.4825133467184615E-01 a        82     0     5     1     2
  3.4861420277508812E-02 a        83     0     5     1     3
 -5.4622528012003367E-02 a        84     0     5     1     4
 -3.6027221383349678E-01 a        85     0     5     1     5
  2.1203762192983105E-01 a        86     0     5     1     6
 -6.4712762836471038E-02 a        87     0     5     1     7
  6.2606284389729894E-01 a        88     0     5     1     8
  1.2110581001190342E-01 a        89     0     5     1     9
 -4.9127696621193501E-01 a        90     0     5     1    10
  9.9694296144474032E-02 a        91     0     5     1    11
 -4.2763496226736869E-01 a        92     0     5     1    12
 -4.7242372128219173E-01 a        93     0     5     1    13
  1.2634860149200980E-01 a        94     0     5     1    14
 -6.4998426716373392E-01 a        95     0     5     1    15
  6.0112050410082038E-02 a        96     0     5     1    16
  1.6898521507358313E-01 a        97     0     5     1    17
  7.1570256653425868E-01 a        98     0     5     1    18
 -6.8198071425210305E-01 a        99     0     5     1    19
 -3.1947732214313163E-01 a       100     0     5     1    20
  6.3540450782994895E-01 a       101     0     6     1     1
 -1.0437812708847136E+00 a       102     0     6     1     2
 -9.0834242250766040E-01 a       103     0     6     1     3
  2.7902050709145542E-02 a       104     0     6     1     4
 -6.3886073462564197E-01 a       105     0     6     1     5
  3.4367058108855028E-02 a       106     0     6     1     6
 -3.2266075051967963E-02 a       107     0     6     1     7
  2.2475196774930359E-01 a       108     0     6     1     8
 -8.4660136064813918E-01 a       109     0     6     1     9
  2.0999137544448665E-01 a       110     0     6     1    10
  8.5591771112946669E-01 a       111     0     6     1    11
  1.2594458030971578E-01 a       112     0     6     1    12
 -1.1162914100316063E-01 a       113     0     6     1    13
 -4.8579832967360487E-01 a       114     0     6     1    14
  2.4911957406662424E-01 a       115     0     6     1    15
  7.1386412564545754E-01 a       116     0     6     1    16
 -1.5309467155762410E-01 a       117     0     6     1    17
  9.4529674748828640E-01 a       118     0     6     1    18
 -3.2941522052648381E-01 a       119     0     6     1    19
  7.2563233656895543E-01 a       120     0     6     1    20
 -1.5740754266226531E-01 a       121     0     7     1     1
 -3.1603295255005953E-01 a       122     0     7     1     2
  7.2788109561461023E-01 a       123     0     7     1     3
 -9.0448561152251672E-01 a       124     0     7     1     4
 -2.4133949704506538E-01 a       125     0     7     1     5
