################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         66   8.13937543E+01   5.85567937E-01   6.48213087E-13   1.79339702E-02   1.00058526E-03   9.99415078E-02
         2        132   6.82241927E+01   6.28117380E-01   7.14872197E-13   6.10050923E-02   1.00117087E-04   9.98830498E-01
         3        198   5.87947156E+01   6.05096525E-01   1.13478748E-12   4.84333270E-02   1.00175682E-05   1.03428317E+00
         4        264   5.40878498E+01   5.83735486E-01   1.43397302E-12   3.47549874E-02   1.00234311E-06   1.03428317E+00
         5        330   5.09489446E+01   5.65677668E-01   2.16365736E-12   2.35623206E-02   9.67985263E-07   1.03428317E+00
         6        396   4.87695328E+01   5.51600556E-01   2.77787834E-12   2.38077030E-02   9.67985263E-07   1.03428317E+00
         7        462   4.70087470E+01   5.36766482E-01   3.38970870E-12   2.24250969E-02   9.67985263E-07   1.03428317E+00
         8        528   4.57854426E+01   5.25221005E-01   3.74579904E-12   3.77469643E-02   9.67985263E-07   1.03428317E+00
         9        594   4.48304882E+01   5.18061415E-01   4.11658279E-12   1.50630392E-02   9.67985263E-07   1.03428317E+00
        10        660   4.39657083E+01   5.10167892E-01   4.24507522E-12   1.50712723E-02   9.67985263E-07   1.03428317E+00
        11        726   4.32857833E+01   5.04386097E-01   4.34536843E-12   2.82272777E-02   9.67985263E-07   1.03428317E+00
        12        792   4.26235989E+01   4.98937708E-01   4.45594713E-12   1.30188169E-02   9.67985263E-07   1.03428317E+00
        13        858   4.20682651E+01   4.93706959E-01   4.53924976E-12   1.16549636E-02   9.67985263E-07   1.03428317E+00
        14        924   4.16228325E+01   4.90086081E-01   4.55851770E-12   1.12903343E-02   9.67985263E-07   1.03428317E+00
        15        990   4.12253052E+01   4.87151834E-01   4.56740436E-12   1.13410055E-02   9.67985263E-07   1.03428317E+00
