################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         93   8.54078091E+01   5.24637403E-01   7.63053198E-13   1.29001843E-02   1.00058526E-03   9.99415078E-02
         2        186   7.44461629E+01   5.94488212E-01   9.73812810E-13   5.85006307E-02   1.00117087E-04   9.98830498E-01
         3        279   6.56182014E+01   5.96773197E-01   1.62263794E-12   3.39462341E-02   1.00175682E-05   1.02386277E+00
         4        372   6.13158849E+01   5.84099565E-01   2.68745085E-12   2.39003975E-02   1.00234311E-06   1.02386277E+00
         5        465   5.81678604E+01   5.75216711E-01   4.47300861E-12   2.08495444E-02   9.77836974E-07   1.02386277E+00
         6        558   5.59658483E+01   5.66640759E-01   5.28367479E-12   1.77087160E-02   9.77836974E-07   1.02386277E+00
         7        651   5.44245785E+01   5.54651328E-01   5.76784219E-12   1.79175306E-02   9.77836974E-07   1.02386277E+00
         8        744   5.31337769E+01   5.45111706E-01   6.48734486E-12   1.59089748E-02   9.77836974E-07   1.02386277E+00
         9        837   5.19792727E+01   5.36896932E-01   6.75722250E-12   1.18049876E-02   9.77836974E-07   1.02386277E+00
        10        930   5.10545268E+01   5.30757722E-01   6.93022088E-12   1.37646758E-02   9.77836974E-07   1.02386277E+00
        11       1023   5.03025933E+01   5.26036782E-01   6.99157005E-12   1.27554620E-02   9.77836974E-07   1.02386277E+00
        12       1116   4.97538001E+01   5.23077824E-01   7.02976679E-12   1.09950159E-02   9.77836974E-07   1.02386277E+00
        13       1209   4.92299358E+01   5.20254259E-01   7.04938820E-12   1.28212881E-02   9.77836974E-07   1.02386277E+00
        14       1302   4.87534453E+01   5.17613824E-01   7.05938804E-12   9.32246455E-03   9.77836974E-07   1.02386277E+00
        15       1395   4.82520119E+01   5.14519346E-01   7.08248487E-12   1.07841834E-02   9.77836974E-07   1.02386277E+00
