################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         87   8.54321685E+01   5.37837320E-01   8.25087672E-13   1.33775334E-02   1.00058526E-03   9.99415078E-02
         2        174   7.39310519E+01   6.16963458E-01   9.59433483E-13   5.09497646E-02   1.00117087E-04   9.98830498E-01
         3        261   6.42793659E+01   6.16186271E-01   1.48312110E-12   3.91602743E-02   1.00175682E-05   1.02561208E+00
         4        348   5.92760771E+01   6.02719188E-01   2.27858788E-12   2.91613553E-02   1.00234311E-06   1.02561208E+00
         5        435   5.57928886E+01   5.86078818E-01   3.04745211E-12   2.39872026E-02   9.76169150E-07   1.02561208E+00
         6        522   5.32045610E+01   5.69882574E-01   4.05015512E-12   1.94667296E-02   9.76169150E-07   1.02561208E+00
         7        609   5.15195341E+01   5.55891534E-01   4.72648992E-12   1.58871774E-02   9.76169150E-07   1.02561208E+00
         8        696   5.01469161E+01   5.45234039E-01   5.53964652E-12   1.40854993E-02   9.76169150E-07   1.02561208E+00
         9        783   4.91043782E+01   5.36895714E-01   5.67360012E-12   1.44329348E-02   9.76169150E-07   1.02561208E+00
        10        870   4.81734118E+01   5.30277795E-01   5.82247918E-12   1.24379343E-02   9.76169150E-07   1.02561208E+00
        11        957   4.74348010E+01   5.25344438E-01   5.97139695E-12   1.35514301E-02   9.76169150E-07   1.02561208E+00
        12       1044   4.67512135E+01   5.20996107E-01   6.00633450E-12   1.51365421E-02   9.76169150E-07   1.02561208E+00
        13       1131   4.61680232E+01   5.17448108E-01   6.03850887E-12   1.28324705E-02   9.76169150E-07   1.02561208E+00
        14       1218   4.55993944E+01   5.13886130E-01   6.05186148E-12   1.07882875E-02   9.76169150E-07   1.02561208E+00
        15       1305   4.50558395E+01   5.10439743E-01   6.06634137E-12   9.85105590E-03   9.76169150E-07   1.02561208E+00
