################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         24   8.47096226E+01   5.78938210E-01   1.40359069E-12   2.44818524E-02   1.00058526E-03   9.99415078E-02
         2         48   7.24163745E+01   6.51219056E-01   1.45757638E-12   7.68305342E-02   1.00117087E-04   9.98830498E-01
         3         72   6.25381077E+01   6.33130880E-01   1.53818716E-12   7.13243271E-02   1.00175682E-05   1.09938011E+00
         4         96   5.78975739E+01   6.03259610E-01   1.58086398E-12   5.06644950E-02   1.00234311E-06   1.09938011E+00
         5        120   5.48757040E+01   5.84249746E-01   1.76314298E-12   4.83980506E-02   9.10668536E-07   1.09938011E+00
         6        144   5.27392110E+01   5.69694020E-01   1.98786167E-12   4.70996559E-02   9.10668536E-07   1.09938011E+00
         7        168   5.10776667E+01   5.57810909E-01   2.10914551E-12   4.30934837E-02   9.10668536E-07   1.09938011E+00
         8        192   4.97113282E+01   5.48158229E-01   2.40684677E-12   3.35377119E-02   9.10668536E-07   1.09938011E+00
         9        216   4.86351787E+01   5.40241900E-01   2.73957399E-12   3.05947399E-02   9.10668536E-07   1.09938011E+00
        10        240   4.77508449E+01   5.32957721E-01   2.94582764E-12   2.70303681E-02   9.10668536E-07   1.09938011E+00
        11        264   4.70417525E+01   5.26847212E-01   3.09527369E-12   2.52639047E-02   9.10668536E-07   1.09938011E+00
        12        288   4.64492311E+01   5.21552124E-01   3.43180376E-12   2.23663536E-02   9.10668536E-07   1.09938011E+00
        13        312   4.58354941E+01   5.15918565E-01   3.51030548E-12   2.04005820E-02   9.10668536E-07   1.09938011E+00
        14        336   4.54081192E+01   5.11804327E-01   3.65019581E-12   2.03778524E-02   9.10668536E-07   1.09938011E+00
        15        360   4.49926153E+01   5.07972525E-01   3.68315027E-12   1.94393087E-02   9.10668536E-07   1.09938011E+00
