################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1        103   7.96353756E+01   5.86387433E-01   9.81436117E-13   1.44086226E-02   1.00058526E-03   9.99415078E-02
         2        206   6.44072381E+01   6.10263532E-01   1.14786906E-12   5.05481133E-02   1.00117087E-04   9.98830498E-01
         3        309   5.52324857E+01   5.73607013E-01   1.48766121E-12   4.32496191E-02   1.00175682E-05   1.02140520E+00
         4        412   5.06963522E+01   5.52992324E-01   2.06420403E-12   4.09199928E-02   1.00234311E-06   1.02140520E+00
         5        515   4.78812710E+01   5.32353536E-01   2.67935540E-12   2.14581912E-02   9.80189712E-07   1.02140520E+00
         6        618   4.57875413E+01   5.15288756E-01   3.20853376E-12   1.75425329E-02   9.80189712E-07   1.02140520E+00
         7        721   4.44191282E+01   5.02585199E-01   3.41518068E-12   1.53069891E-02   9.80189712E-07   1.02140520E+00
         8        824   4.34036934E+01   4.93215684E-01   3.50527588E-12   1.32941021E-02   9.80189712E-07   1.02140520E+00
         9        927   4.24936905E+01   4.84810869E-01   3.62932205E-12   1.50092651E-02   9.80189712E-07   1.02140520E+00
        10       1030   4.17682179E+01   4.78582336E-01   3.65195873E-12   1.12378075E-02   9.80189712E-07   1.02140520E+00
        11       1133   4.11487574E+01   4.73262686E-01   3.66515396E-12   1.09103447E-02   9.80189712E-07   1.02140520E+00
        12       1236   4.05857092E+01   4.68723823E-01   3.67905987E-12   9.80249295E-03   9.80189712E-07   1.02140520E+00
        13       1339   4.00940541E+01   4.65153719E-01   3.68416270E-12   1.04008361E-02   9.80189712E-07   1.02140520E+00
        14       1442   3.96478164E+01   4.61937624E-01   3.68624317E-12   9.85886127E-03   9.80189712E-07   1.02140520E+00
        15       1545   3.92372025E+01   4.58749568E-01   3.68758123E-12   1.03824223E-02   9.80189712E-07   1.02140520E+00
