################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         82   8.58967779E+01   5.18144365E-01   7.35469128E-13   1.34924256E-02   1.00058526E-03   9.99415078E-02
         2        164   7.49289300E+01   5.84254147E-01   7.87756082E-13   5.00565470E-02   1.00117087E-04   9.98830498E-01
         3        246   6.60681881E+01   5.90877652E-01   1.40758447E-12   3.36965344E-02   1.00175682E-05   1.02726814E+00
         4        328   6.18877472E+01   5.83198024E-01   2.47912293E-12   2.83372391E-02   1.00234311E-06   1.02726814E+00
         5        410   5.86927932E+01   5.74050018E-01   3.75292964E-12   2.68990630E-02   9.74595468E-07   1.02726814E+00
         6        492   5.62762435E+01   5.64636977E-01   4.75515221E-12   2.11426455E-02   9.74595468E-07   1.02726814E+00
         7        574   5.44693488E+01   5.54889790E-01   5.53620983E-12   1.71932034E-02   9.74595468E-07   1.02726814E+00
         8        656   5.29429759E+01   5.47936397E-01   6.08694546E-12   1.37006821E-02   9.74595468E-07   1.02726814E+00
         9        738   5.19177303E+01   5.41203659E-01   6.41243869E-12   1.38875460E-02   9.74595468E-07   1.02726814E+00
        10        820   5.09295032E+01   5.33483252E-01   6.88126003E-12   1.65335603E-02   9.74595468E-07   1.02726814E+00
        11        902   5.02126883E+01   5.28251005E-01   7.02051979E-12   1.03533959E-02   9.74595468E-07   1.02726814E+00
        12        984   4.95592978E+01   5.23118716E-01   7.10087873E-12   1.11116542E-02   9.74595468E-07   1.02726814E+00
        13       1066   4.90170114E+01   5.19200570E-01   7.13912198E-12   1.25025873E-02   9.74595468E-07   1.02726814E+00
        14       1148   4.85367782E+01   5.16258179E-01   7.18689681E-12   1.01985192E-02   9.74595468E-07   1.02726814E+00
        15       1230   4.80821272E+01   5.13521460E-01   7.22314067E-12   1.16052928E-02   9.74595468E-07   1.02726814E+00
