################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         96   7.97150987E+01   5.74368603E-01   1.11799412E-12   1.54764011E-02   1.00058526E-03   9.99415078E-02
         2        192   6.61960592E+01   5.97396811E-01   1.26870295E-12   6.26190107E-02   1.00117087E-04   9.98830498E-01
         3        288   5.63737195E+01   5.77836847E-01   1.63177777E-12   3.13454014E-02   1.00175682E-05   1.02307109E+00
         4        384   5.14727699E+01   5.55138297E-01   2.38882222E-12   2.82124341E-02   1.00234311E-06   1.02307109E+00
         5        480   4.82115308E+01   5.33026646E-01   3.03398863E-12   2.43054143E-02   9.78593644E-07   1.02307109E+00
         6        576   4.62091458E+01   5.16524670E-01   3.37368719E-12   1.68180713E-02   9.78593644E-07   1.02307109E+00
         7        672   4.47579958E+01   5.04456504E-01   3.66413741E-12   1.41779168E-02   9.78593644E-07   1.02307109E+00
         8        768   4.36250054E+01   4.94184771E-01   3.83700580E-12   1.41795702E-02   9.78593644E-07   1.02307109E+00
         9        864   4.28141266E+01   4.86798437E-01   3.89968404E-12   1.31418890E-02   9.78593644E-07   1.02307109E+00
        10        960   4.20737335E+01   4.80658981E-01   3.94813058E-12   1.24935384E-02   9.78593644E-07   1.02307109E+00
        11       1056   4.14418079E+01   4.75723480E-01   3.96288045E-12   1.20089253E-02   9.78593644E-07   1.02307109E+00
        12       1152   4.08406661E+01   4.70793176E-01   3.99737227E-12   1.19957769E-02   9.78593644E-07   1.02307109E+00
        13       1248   4.03488069E+01   4.67305089E-01   4.01816310E-12   1.04860721E-02   9.78593644E-07   1.02307109E+00
        14       1344   3.98548855E+01   4.63414692E-01   4.03674083E-12   1.05050695E-02   9.78593644E-07   1.02307109E+00
        15       1440   3.94368091E+01   4.60435305E-01   4.05319826E-12   1.00536886E-02   9.78593644E-07   1.02307109E+00
